PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
223724368,20056019,5,2020-03-21T09:00:00,"900 Block Muldowney Ave Pittsburgh, PA 15207",N,Lincoln Place,4,BURGLARY,3502 Burglary.,3102,,,-79.92203929,40.36822557
223733018,20056183,24,2020-03-21T17:30:00,"Saw Mill Run Blvd & Bausman St Pittsburgh, PA 15226",N,Bon Air,3,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 5507 Obstructing Highways and Passages. / 602.04(b)(1) Panhandling-Hindrance to traffic,1806,4,5,-80.00607064,40.41107708
-3376002078,20056629,99,2020-03-22T11:30:00,"1800 Block Westmont Ave Pittsburgh, PA 15210",N,Carrick,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2901,4,3,-79.98929801,40.39689177
223837001,20057525,6,2020-03-23T21:05:00,"300 Block Fingal St Pittsburgh, PA 15211",N,Duquesne Heights,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709(a)(3) Harassment No Legitimate Purpose / 5506 Loitering and Prowling at Night / 3503(b.1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises,1911,2,5,-80.02737396,40.43897766
223871089,20057913,11,2020-03-23T00:01:00,"1400 Block Bellaire Pl Pittsburgh, PA 15226",N,Brookline,6,THEFT BY DECEPTION,3922 Theft by Deception.,3206,4,5,-80.00929109,40.39297825
223879346,20057959,6,2020-03-24T11:00:00,"600 Block Worth St Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT FROM AUTO,3934 Theft from Vehicle,1403,8,3,-79.91295447,40.44647576
223881678,20057960,10,2020-03-24T00:01:00,"700 Block Mifflin Rd Pittsburgh, PA 15207",N,Hays,4,HARRASSMENT,2709(a) Harassment.,3101,5,3,-79.9276636,40.38138195
223881710,20057986,27,2020-03-24T15:45:00,"Highland Park Ramp & Butler St Pittsburgh, PA 15206",N,Highland Park,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1106,,,0,0
223765527,20056984,6,2020-03-22T23:57:00,"2600 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2715,6,1,-80.02518066,40.46809383
223801404,20057151,0,2020-03-23T08:50:00,"5100 Block Glenwood Ave Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): sibling argument,1515,5,3,-79.93993487,40.40763744
223805322,20057240,6,2020-03-23T12:00:00,"5600 Block Baum Blvd Pittsburgh, PA 15232",N,Friendship,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,807,7,2,-79.93533068,40.45771691
223834042,20057439,27,2020-03-23T18:16:00,"4700 Block Centre Ave Pittsburgh, PA 15213",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,709,8,2,-79.94928072,40.45255923
224491423,20067046,6,2020-04-06T22:30:00,"900 Block Spring Garden Ave Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,2304,1,1,-79.99510121,40.45801703
224491438,20066990,14,2020-04-08T08:29:00,"6300 Block Shetland St Pittsburgh, PA 15206",N,Larimer,5,CRIM MISCHIEF,3304 Criminal Mischief.,1204,9,2,-79.911157,40.46523243
224493259,20067099,6,2020-04-08T11:00:00,"50 Block Waldorf St Pittsburgh, PA 15214",N,Perry North,1,THEFT FROM AUTO,3934 Theft from Vehicle,2602,1,1,-80.01781944,40.49096779
224493507,20067084,99,2020-04-08T11:44:00,"600 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),201,6,6,-80.00179283,40.44259292
-3232001760,20067144,0,2020-04-08T13:33:00,"700 Block S Millvale Ave Pittsburgh, PA 15213",Y,Point Breeze,5,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),1406,,,0,0
224504346,20067205,27,2020-04-08T15:00:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1201,9,2,-79.89235295,40.4861185
224504601,20067242,6,2020-04-08T17:30:00,"700 Block E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1803,3,5,-79.99548871,40.42151898
224504779,20067159,0,2020-04-08T10:00:00,"700 Block Birkhoff St Pittsburgh, PA 15212",N,Brighton Heights,1,99,9999 9999 - (Misc. Incident): ,2708,1,1,-80.02696258,40.48387883
-3452001271,20067285,6,2020-04-08T18:46:00,"Hazelwood Ave & Murray Ave Pittsburgh, PA 15217",N,Greenfield,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1517,5,3,-79.92817204,40.41969099
224505850,20067301,26,2020-04-08T18:58:00,"300 Block S Graham St Pittsburgh, PA 15232",N,Bloomfield,5,CRIMINAL TRESPASS,3503 Criminal Trespass,806,9,2,-79.93378542,40.46689026
223762793,20056891,0,2020-03-22T20:50:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): Child Custody dispute,1106,9,2,-79.90861668,40.47030563
223762869,20056889,0,2020-03-22T21:00:00,"800 Block Dounton Way Pittsburgh, PA 15233",N,Allegheny West,1,99,9999 9999 - (Misc. Incident): ,2201,1,1,-80.01514956,40.45268096
223763426,20056848,0,2020-03-22T21:34:00,"3200 Block Glen Mawr St Pittsburgh, PA 15204",Y,Sheraden,6,99,9093 Indirect Criminal Contempt,2018,2,5,-80.05417774,40.45856278
223765421,20056974,99,2020-03-23T00:22:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,AIDED CASE,9497 Aided Case,1306,9,2,-79.87402468,40.45296064
223793552,20056619,14,2020-03-22T10:46:00,"500 Block Terrace Dr McKees Rocks, PA 15136",Y,Spring Hill-City View,OSC,CRIM MISCHIEF,3304 Criminal Mischief. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3744 Duty to Give Information and Render Aid / 4304(a)(1) Enhanced Endangering Welfare of Children - Course of Conduct,7799,,,-80.06402839,40.46992423
223804114,20057233,10,2020-03-23T11:53:00,"600 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-79.99947653,40.44212885
-3376002094,20057334,6,2020-03-23T14:25:00,"500 Block Boggs Ave Pittsburgh, PA 15211",Y,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2705 Recklessly Endangering Another Person.,1915,2,5,-80.0101142,40.4229593
223840787,20057638,0,2020-03-24T01:20:00,"2500 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9998 Overdose Other,509,6,3,-79.97283254,40.45044537
223881991,20057961,6,2020-03-23T16:00:00,"Exeter St Pittsburgh, PA 15217",N,Greenfield,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1517,5,3,-79.93691879,40.41964438
223883643,20058037,0,2020-03-24T04:00:00,"1700 Block Buena Vista St Pittsburgh, PA 15212",N,Central North Side,1,99,7507.1 Invasion Privacy - Victim Full or Part Nude,2503,6,1,-80.01489505,40.45874661
223886509,20058068,6,2020-03-24T18:00:00,"200 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,507,8,3,-79.95063281,40.44997128
223893172,20058084,6,2020-03-21T18:00:00,"200 Block Arabella St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,3001,3,5,-79.99135617,40.41227995
223894268,20058115,6,2020-03-24T18:00:00,"200 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,507,8,3,-79.95063281,40.44997128
223894925,20058134,10,2020-03-24T00:01:00,"1600 Block 5th Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,HARRASSMENT,2709 Harassment (Non-Specific),305,6,3,-79.9838081,40.43835816
223894939,20058000,99,2020-03-24T17:12:00,"South Side Ave & Luella St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2620,1,1,-79.99774127,40.47000839
223898107,20058093,99,2020-03-24T19:08:00,"2400 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2614,,,0,0
223898515,20058178,99,2020-03-24T21:56:00,"1900 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,AIDED CASE,9497 Aided Case,2614,,,0,0
223902185,20058207,0,2020-03-25T00:19:00,"2100 Block Koerner Ave Pittsburgh, PA 15214",N,Perry South,1,99,9999 9999 - (Misc. Incident): ,2614,6,1,-80.01058236,40.46447246
223976597,20058871,99,2020-03-25T22:23:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1803,3,5,-79.99370506,40.42180226
223883761,20058041,27,2020-03-24T17:34:00,"1100 Block Buente St Pittsburgh, PA 15212",N,Spring Hill-City View,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2620,1,1,-79.99557384,40.46657987
223887882,20058031,6,2020-03-24T17:26:00,"900 Block Freeport  Rd Pittsburgh, PA 15238",Y,Lincoln-Lemington-Belmar,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1201,9,2,-79.89235295,40.4861185
223892110,20058079,11,2020-03-24T18:38:00,"900 Block Woodlow St Pittsburgh, PA 15205",Y,Mount Washington,6,THEFT OF SERVICES,"3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",1914,2,5,-80.05235069,40.44581914
223987898,20059075,6,2020-03-20T23:59:00,"50 Block Garetta St Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1414,,,0,0
223994021,20059097,10,2020-03-26T09:15:00,"1200 Block Nolan Ct Pittsburgh, PA 15221",Y,Homewood North,5,HARRASSMENT,2709 Harassment (Non-Specific),1301,9,2,-79.88687387,40.45943947
223996317,20059098,6,2020-03-24T15:50:00,"2100 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,203,7,6,-79.98278727,40.45163809
223997886,20059107,6,2020-03-25T23:59:00,"2100 Block Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,1609,3,3,-79.97600226,40.42924022
224507978,20067297,10,2020-04-08T18:45:00,"4000 Block Foster St Pittsburgh, PA 15201",Y,Central Lawrenceville,2,HARRASSMENT,2709(a) Harassment.,901,7,2,-79.9636719,40.46984635
224511650,20067419,99,2020-04-08T22:33:00,"1300 Block Chicago St Pittsburgh, PA 15214",N,Northview Heights,1,AIDED CASE,9497 Aided Case,2609,1,1,-80.00180646,40.47804608
224512723,20067561,6,2020-04-09T02:16:00,"2200 Block Osgood St Pittsburgh, PA 15214",N,Perry South,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2614,6,1,-80.00732673,40.466444
224520299,20066720,99,2020-04-07T00:01:00,"5300 Block Kincaid St Pittsburgh, PA 15224",Y,Garfield,5,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1017,,,0,0
224520916,20067594,99,2020-04-09T07:12:00,"100 Block 40th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,MENTAL 201/302,9498 302 (Mental),901,7,2,-79.96507526,40.47077924
224528544,20067671,99,2020-04-09T08:35:00,"5500 Block Bartlett St Pittsburgh, PA 15217",Y,Squirrel Hill South,4,FOUND PROPERTY,9489 Found Property,1413,5,3,-79.9303523,40.43520917
223841027,20057582,14,2020-03-23T22:55:00,"200 Block 57th St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,1011,7,2,-79.94577655,40.48443659
223887830,20058060,99,2020-03-24T18:16:00,"Forbes Ave & Wood St Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-80.00082993,40.44009713
-3351001340,20058556,5,2020-03-25T09:30:00,"3100 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry North,1,BURGLARY,3502 Burglary.,2607,1,1,-80.0119638,40.4775455
224030112,20059357,99,2020-03-26T17:40:00,"1000 Block N Negley Ave Pittsburgh, PA 15206",Y,Highland Park,5,AIDED CASE,9497 Aided Case,1102,7,2,-79.92473137,40.47428353
-2848162000,20059408,5,2020-03-26T12:00:00,"1500 Block Alverado Ave Pittsburgh, PA 15216",N,Beechview,6,BURGLARY,3502 Burglary.,1916,,,0,0
224038892,20059446,99,2020-03-26T20:09:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,MENTAL 201/302,9498 302 (Mental),1306,9,2,-79.87402468,40.45296064
224040474,20059525,0,2020-03-26T20:38:00,"7200 Block Somerset St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): residence ownership dispute,1202,9,2,-79.89421105,40.46756383
223986536,20058997,0,2020-03-26T07:00:00,"Montour Way & 7th Ave Pittsburgh, PA 15219",Y,Central Business District,2,99,2709(a)(6) Harassment Communicates Repeatedly at Extreme Hours / 2709(b) Stalking,201,6,6,-79.99633033,40.44265667
223988957,20059053,18,2020-03-26T07:00:00,"7th Ave & Montour Way Pittsburgh, PA 15219",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 5123 Contraband.,201,6,6,-79.99633033,40.44265667
224009313,20059155,14,2020-03-24T07:00:00,"7100 Block Wiltsie St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief.,1201,9,2,-79.89609921,40.47156202
224020529,20059251,10,2020-03-26T14:30:00,"1500 Block Summerdale St Pittsburgh, PA 15204",N,Windgap,6,HARRASSMENT,2709(a) Harassment.,2807,2,5,-80.0731023,40.45639102
224024431,20059269,27,2020-03-26T15:21:00,"Minton St & Glen Mawr St Pittsburgh, PA 15204",N,Sheraden,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2018,2,5,-80.0527008,40.45669986
224026699,20059305,10,2020-03-26T16:00:00,"6300 Block Douglas St Pittsburgh, PA 15217",N,Squirrel Hill South,4,HARRASSMENT,2709(a) Harassment.,1408,5,3,-79.91851127,40.43352846
224030788,20059356,6,2020-03-26T16:40:00,"2200 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1609,3,3,-79.97459941,40.42725506
224032041,20059383,14,2020-03-26T07:00:00,"Forbes Ave & Moultrie St Pittsburgh, PA 15219",N,Bluff,2,CRIM MISCHIEF,3304 Criminal Mischief.,103,6,3,-79.97449338,40.43720497
224041771,20059361,10,2020-03-26T16:30:00,"10 Block E North Ave Pittsburgh, PA 15212",N,Allegheny Center,1,SIMPLE ASSAULT,2701 Simple Assault.,2204,1,1,-80.00614615,40.45585165
224051206,20059762,27,2020-03-27T07:05:00,"N Craig St & Baum Blvd Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,507,6,3,-79.95333727,40.45400166
224055695,20059788,27,2020-03-27T07:00:00,"Forbes Ave & S Bellefield Ave Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,404,8,3,-79.95074274,40.44391617
224061290,20059817,11,2020-03-24T15:00:00,"7200 Block Bennett St Pittsburgh, PA 15208",Y,Homewood South,5,IDENTITY THEFT,4120 Identity Theft,1303,9,2,-79.896632,40.45645609
224063947,20059841,6,2020-03-27T10:53:00,"3300 Block Portola Ave Pittsburgh, PA 15214",N,Perry North,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2607,1,1,-80.01113843,40.48071053
224003984,20059162,10,2020-03-25T13:00:00,"2100 Block Rhine St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2620,1,1,-79.9936802,40.46662473
224010231,20059192,11,2020-03-25T01:49:00,"700 Block Junilla St Pittsburgh, PA 15219",N,Bedford Dwellings,2,CREDIT CARDS,4106 Access Device Fraud,509,6,3,-79.97253005,40.44965588
224013348,20059231,6,2020-03-25T10:00:00,"3900 Block Penn Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,603,7,2,-79.95988596,40.46475562
224033205,20059438,10,2020-03-26T18:15:00,"2000 Block Reed St Pittsburgh, PA 15219",Y,Upper Hill,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",506,,,0,0
224039790,20059513,5,2020-03-26T20:20:00,"100 Block Kirkpatrick St Pittsburgh, PA 15219",N,West Oakland,4,BURGLARY,3502 Burglary. / 2701 Simple Assault.,402,6,3,-79.97282319,40.43778921
224042198,20059582,0,2020-03-26T21:10:00,"200 Block 44th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,99,9998 Overdose Other,902,7,2,-79.9597784,40.47144459
224535002,20067706,18,2020-04-09T12:00:00,"5400 Block Halchess St Pittsburgh, PA 15207",N,Lincoln Place,4,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,3102,5,3,-79.90949303,40.36877004
224539055,20067182,14,2020-04-08T15:25:00,"400 Block Walde St Pittsburgh, PA 15210",Y,Mount Oliver,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1607,3,3,-79.98153748,40.41047607
224540525,20067826,27,2020-04-09T15:19:00,"S Braddock Ave & Penn Ave Pittsburgh, PA 15221",N,Point Breeze,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1406,9,3,-79.89516499,40.44714067
224541877,20067850,27,2020-04-09T13:00:00,"5100 Block Natrona Way Pittsburgh, PA 15201",N,Upper Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1011,,,0,0
224542867,20067882,6,2020-04-09T17:00:00,"300 Block S Graham St Pittsburgh, PA 15232",N,Friendship,5,THEFT FROM AUTO,3934 Theft from Vehicle,807,9,2,-79.93378542,40.46689026
-3408000134,20067879,1,2020-04-09T17:55:00,"2600 Block Stayton St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,CRIMINAL HOMICIDE,2501 Criminal Homicide.,2704,1,1,-80.02662551,40.46780142
224546127,20057954,11,2020-04-09T13:00:00,"60 Block S 9th St Pittsburgh, PA 15203",N,South Side Flats,3,CREDIT CARDS,4106 Access Device Fraud,1702,,,-79.90304066,40.40783925
224550329,20067948,6,2020-04-09T18:00:00,"Riverview Dr & Woods Run Rd Pittsburgh, PA 15214",N,Perry North,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3922 Theft by Deception. / 3304 Criminal Mischief.,2602,1,1,-80.02423679,40.4835423
224130404,20061219,27,2020-03-29T15:45:00,"6700 Block Atwell St Pittsburgh, PA 15206",N,Homewood West,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1207,9,2,-79.90448801,40.4631617
224121138,20061043,99,2020-03-28T15:30:00,"Pioneer Ave & Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,LOST PROPERTY,9504 Lost Property,1918,4,5,-80.02366496,40.39623783
224126937,20061148,0,2020-03-29T14:30:00,"300 Block Camfield St Pittsburgh, PA 15210",N,Bon Air,3,99,9999 9999 - (Misc. Incident): Custody Dispute - CIVIL MATTER,1806,4,5,-79.99825898,40.40777026
224128321,20061215,6,2020-03-29T15:45:00,"60 Block Auburn St Pittsburgh, PA 15206",N,Larimer,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1208,9,2,-79.91772397,40.4647622
224128791,20061214,6,2020-03-29T13:00:00,"200 Block Alice St Pittsburgh, PA 15210",N,Knoxville,3,THEFT FROM AUTO,3934 Theft from Vehicle,3001,,,0,0
224131149,20061188,10,2020-03-29T15:00:00,"1000 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,HARRASSMENT,2709(a) Harassment.,2107,,,0,0
224131387,20060800,99,2020-03-28T22:33:00,"900 Block Haslage Ave Pittsburgh, PA 15212",N,Spring Hill-City View,1,AIDED CASE,9497 Aided Case / 9498 302 (Mental),2620,1,1,-79.99668557,40.46030542
224132408,20061307,99,2020-03-29T17:59:00,"2900 Block Mullins St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,AIDED CASE,9498 302 (Mental) / 9497 Aided Case,2715,1,1,-80.03196305,40.47041132
224068583,20059902,26,2020-03-27T12:48:00,"5800 Block Alderson St Pittsburgh, PA 15217",N,Squirrel Hill South,4,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,1414,,,0,0
224084572,20060035,99,2020-03-27T17:07:00,"400 Block E Warrington Ave Pittsburgh, PA 15210",N,Beltzhoover,3,FOUND PROPERTY,9489 Found Property,1809,3,5,-80.00007806,40.42073909
224086169,20060126,0,2020-03-27T19:05:00,"7000 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): ,1203,9,2,-79.89818796,40.47138653
224088133,20060201,99,2020-03-27T21:46:00,"100 Block Fort Duquesne Brg Pittsburgh, PA 15212",N,North Oakland,1,MENTAL 201/302,9498 302 (Mental),403,6,6,-79.99524821,40.44551886
-3376002235,20060585,0,2020-03-28T15:57:00,"2000 Block Norte Way Pittsburgh, PA 15210",N,Arlington,3,99,9999 9999 - (Misc. Incident): ,1603,3,3,-79.97798571,40.41745948
224107008,20060840,99,2020-03-29T00:21:00,"4000 Block Vinceton St Pittsburgh, PA 15214",N,Perry North,1,AIDED CASE,9497 Aided Case,2602,1,1,-80.0227333,40.49048346
224110563,20060897,4,2020-03-29T02:44:00,"100 Block Kirkpatrick St Pittsburgh, PA 15219",Y,West Oakland,4,AGG-ASSAULT,"2702 Aggravated Assault. / 3502 Burglary. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2706 Terroristic Threats. / 907 Possessing Instruments of Crime.",402,6,3,-79.97282319,40.43778921
224131854,20061300,14,2020-03-29T17:50:00,"North Shore Dr & Art Rooney Ave Pittsburgh, PA 15212",N,North Shore,1,CRIM MISCHIEF,3304 Criminal Mischief. / 9130 Graffiti Investigation,2205,1,6,-80.01355804,40.44530735
224107788,20060868,99,2020-03-29T01:17:00,"4000 Block Brandon Rd Pittsburgh, PA 15212",Y,Brighton Heights,1,AIDED CASE,9497 Aided Case,2708,1,1,-80.04050428,40.48837308
